name,id,external_id,attack_url,class,tactics,platforms,permissions,rule_id,rule_desc,rule_evidence,is_fallback
Trap,attack-pattern--63220765-d418-44de-8fae-694b3912317d,T1546.005,https://attack.mitre.org/techniques/T1546/005,VMR,persistence;privilege-escalation,macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Dynamic Linker Hijacking,attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,T1574.006,https://attack.mitre.org/techniques/T1574/006,VMR,defense-evasion;persistence;privilege-escalation,Linux;macOS,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Dynamic Linker Hijacking,False
Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,T1136.001,https://attack.mitre.org/techniques/T1136/001,VMR,persistence,Linux;macOS;Windows;Network Devices;Containers;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Search Threat Vendor Data,attack-pattern--63b24abc-5702-4745-b1e4-ac70b20a43f2,T1681,https://attack.mitre.org/techniques/T1681,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Input Injection,attack-pattern--63e3d25c-d57d-407d-8e6a-2cecd71f90be,T1674,https://attack.mitre.org/techniques/T1674,VMR,execution,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Communication Through Removable Media,attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef,T1092,https://attack.mitre.org/techniques/T1092,VMR,command-and-control,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Clear Windows Event Logs,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,T1070.001,https://attack.mitre.org/techniques/T1070/001,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Email Accounts,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,T1585.002,https://attack.mitre.org/techniques/T1585/002,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
LLMNR/NBT-NS Poisoning and SMB Relay,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,T1557.001,https://attack.mitre.org/techniques/T1557/001,VMR,collection;credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
File and Directory Permissions Modification,attack-pattern--65917ae0-b854-4139-83fe-bf2441cf0196,T1222,https://attack.mitre.org/techniques/T1222,VMR,defense-evasion,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,T1003.001,https://attack.mitre.org/techniques/T1003/001,VMR,credential-access,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,LSASS Memory,False
IDE Extensions,attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41,T1176.002,https://attack.mitre.org/techniques/T1176/002,VMR,persistence,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Active Scanning,attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b,T1595,https://attack.mitre.org/techniques/T1595,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Junk Code Insertion,attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,T1027.016,https://attack.mitre.org/techniques/T1027/016,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Create Process with Token,attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf,T1134.002,https://attack.mitre.org/techniques/T1134/002,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Setuid and Setgid,attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9,T1548.001,https://attack.mitre.org/techniques/T1548/001,VMR,defense-evasion;privilege-escalation,Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Winlogon Helper DLL,attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35,T1547.004,https://attack.mitre.org/techniques/T1547/004,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
External Proxy,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,T1090.002,https://attack.mitre.org/techniques/T1090/002,VMR,command-and-control,ESXi;Linux;Network Devices;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Web Portal Capture,attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e,T1056.003,https://attack.mitre.org/techniques/T1056/003,VMR,collection;credential-access,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Email Addresses,attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262,T1589.002,https://attack.mitre.org/techniques/T1589/002,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Spearphishing Voice,attack-pattern--6a5d222a-a7e0-4656-b110-782c33098289,T1598.004,https://attack.mitre.org/techniques/T1598/004,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Cached Domain Credentials,attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,T1003.005,https://attack.mitre.org/techniques/T1003/005,VMR,credential-access,Windows;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Virtual Machine Discovery,attack-pattern--6bc7f9aa-b91f-4b23-84b8-5e756eba68eb,T1673,https://attack.mitre.org/techniques/T1673,VMR,discovery,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Security Appliances,attack-pattern--6c2957f9-502a-478c-b1dd-d626c0659413,T1590.006,https://attack.mitre.org/techniques/T1590/006,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Image File Execution Options Injection,attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6,T1546.012,https://attack.mitre.org/techniques/T1546/012,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Odbcconf,attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,T1218.008,https://attack.mitre.org/techniques/T1218/008,VMR,defense-evasion,Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Odbcconf,False
Search Engines,attack-pattern--6e561441-8431-4773-a9b8-ccf28ef6a968,T1593.002,https://attack.mitre.org/techniques/T1593/002,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Business Relationships,attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,T1591.002,https://attack.mitre.org/techniques/T1591/002,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Video Capture,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf,T1125,https://attack.mitre.org/techniques/T1125,VMR,collection,Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Process Doppelgänging,attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,T1055.013,https://attack.mitre.org/techniques/T1055/013,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
System Network Configuration Discovery,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,T1016,https://attack.mitre.org/techniques/T1016,VMR,discovery,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Code Repositories,attack-pattern--70910fbd-58dc-4c1c-8c48-814d11fcd022,T1593.003,https://attack.mitre.org/techniques/T1593/003,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Executable Installer File Permissions Weakness,attack-pattern--70d81154-b187-45f9-8ec5-295d01255979,T1574.005,https://attack.mitre.org/techniques/T1574/005,VMR,defense-evasion;persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Accessibility Features,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,T1546.008,https://attack.mitre.org/techniques/T1546/008,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Proxy,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,T1090,https://attack.mitre.org/techniques/T1090,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Malicious Library,attack-pattern--73b24a10-6bf4-4af1-a81e-67b8bcb6c4e6,T1204.005,https://attack.mitre.org/techniques/T1204/005,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Indicator Blocking,attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da,T1562.006,https://attack.mitre.org/techniques/T1562/006,VMR,defense-evasion,Windows;macOS;Linux;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Account,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,T1136.002,https://attack.mitre.org/techniques/T1136/002,VMR,persistence,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Extended Attributes,attack-pattern--762e6f29-a62f-4d96-91ed-d0073181431f,T1564.014,https://attack.mitre.org/techniques/T1564/014,VMR,defense-evasion,Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Employee Names,attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156,T1589.003,https://attack.mitre.org/techniques/T1589/003,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Trust Discovery,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0,T1482,https://attack.mitre.org/techniques/T1482,VMR,discovery,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Golden Ticket,attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1,T1558.001,https://attack.mitre.org/techniques/T1558/001,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Automated Exfiltration,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,T1020,https://attack.mitre.org/techniques/T1020,VMR,exfiltration,Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Client Configurations,attack-pattern--774ad5bb-2366-4c13-a8a9-65e50b292e7c,T1592.004,https://attack.mitre.org/techniques/T1592/004,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
IDE Tunneling,attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,T1219.001,https://attack.mitre.org/techniques/T1219/001,VMR,command-and-control,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Right-to-Left Override,attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69,T1036.002,https://attack.mitre.org/techniques/T1036/002,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Malware,attack-pattern--7807d3a4-a885-4639-a786-c1ed41484970,T1588.001,https://attack.mitre.org/techniques/T1588/001,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
SVG Smuggling,attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c,T1027.017,https://attack.mitre.org/techniques/T1027/017,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Component Firmware,attack-pattern--791481f8-e96a-41be-b089-a088763083d4,T1542.002,https://attack.mitre.org/techniques/T1542/002,VMR,defense-evasion;persistence,Windows;Linux;macOS,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Component Firmware,False
Indicator Removal,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,T1070,https://attack.mitre.org/techniques/T1070,VMR,defense-evasion,Containers;ESXi;Linux;macOS;Network Devices;Office Suite;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c,T1048.001,https://attack.mitre.org/techniques/T1048/001,VMR,exfiltration,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Office Template Macros,attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21,T1137.001,https://attack.mitre.org/techniques/T1137/001,VMR,persistence,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
Virtual Private Server,attack-pattern--79da0971-3147-4af6-a4f5-e8cd447cd795,T1583.003,https://attack.mitre.org/techniques/T1583/003,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,T1083,https://attack.mitre.org/techniques/T1083,VMR,discovery,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Dynamic Resolution,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b,T1568,https://attack.mitre.org/techniques/T1568,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Masquerade Task or Service,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,T1036.004,https://attack.mitre.org/techniques/T1036/004,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Asynchronous Procedure Call,attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605,T1055.004,https://attack.mitre.org/techniques/T1055/004,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Plist File Modification,attack-pattern--7d20fff9-8751-404e-badd-ccd71bda0236,T1647,https://attack.mitre.org/techniques/T1647,VMR,defense-evasion,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
JamPlus,attack-pattern--7d356151-a69d-404e-896b-71618952702a,T1127.003,https://attack.mitre.org/techniques/T1127/003,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
AppCert DLLs,attack-pattern--7d57b371-10c2-45e5-b3cc-83a8fb380e4c,T1546.009,https://attack.mitre.org/techniques/T1546/009,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Email Forwarding Rule,attack-pattern--7d77a07d-02fe-4e88-8bd9-e9c008c01bf0,T1114.003,https://attack.mitre.org/techniques/T1114/003,VMR,collection,Linux;macOS;Office Suite;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compromise Infrastructure,attack-pattern--7e3beebd-8bfe-4e7b-a892-e44ab06a75f9,T1584,https://attack.mitre.org/techniques/T1584,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Mark-of-the-Web Bypass,attack-pattern--7e7c2fba-7cca-486c-9582-4c1bb2851961,T1553.005,https://attack.mitre.org/techniques/T1553/005,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Disable Crypto Hardware,attack-pattern--7efba77e-3bc4-4ca5-8292-d8201dcd64b5,T1600.002,https://attack.mitre.org/techniques/T1600/002,VMR,defense-evasion,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Pre-OS Boot,attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e,T1542,https://attack.mitre.org/techniques/T1542,VMR,defense-evasion;persistence,Linux;Network Devices;Windows;macOS,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Pre-OS Boot,False
Portable Executable Injection,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,T1055.002,https://attack.mitre.org/techniques/T1055/002,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Verclsid,attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327,T1218.012,https://attack.mitre.org/techniques/T1218/012,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compromise Accounts,attack-pattern--81033c3b-16a4-46e4-8fed-9b030dd03c4a,T1586,https://attack.mitre.org/techniques/T1586,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Launchctl,attack-pattern--810aa4ad-61c9-49cb-993f-daa06199421d,T1569.001,https://attack.mitre.org/techniques/T1569/001,VMR,execution,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Botnet,attack-pattern--810d8072-afb6-4a56-9ee7-86379ac4a6f3,T1584.005,https://attack.mitre.org/techniques/T1584/005,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Device CLI,attack-pattern--818302b2-d640-477b-bf88-873120ce85c4,T1059.008,https://attack.mitre.org/techniques/T1059/008,VMR,execution,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Shell History,attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3,T1552.003,https://attack.mitre.org/techniques/T1552/003,VMR,credential-access,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Downgrade Attack,attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497,T1562.010,https://attack.mitre.org/techniques/T1562/010,VMR,defense-evasion,Windows;Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
XPC Services,attack-pattern--8252f135-ed26-4ce1-ae61-f26e94429a19,T1559.003,https://attack.mitre.org/techniques/T1559/003,VMR,execution,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Virtualization/Sandbox Evasion,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,T1497,https://attack.mitre.org/techniques/T1497,VMR,defense-evasion;discovery,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,T1102,https://attack.mitre.org/techniques/T1102,VMR,command-and-control,ESXi;Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
DNS Calculation,attack-pattern--83a766f8-1501-4b3a-a2de-2e2849e8dfc1,T1568.003,https://attack.mitre.org/techniques/T1568/003,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Mshta,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,T1218.005,https://attack.mitre.org/techniques/T1218/005,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Login Items,attack-pattern--84601337-6a55-4ad7-9c35-79e0d1ea2ab3,T1547.015,https://attack.mitre.org/techniques/T1547/015,VMR,persistence;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Stage Capabilities,attack-pattern--84771bc3-f6a0-403e-b144-01af70e5fda0,T1608,https://attack.mitre.org/techniques/T1608,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Link Target,attack-pattern--84ae8255-b4f4-4237-b5c5-e717405a9701,T1608.005,https://attack.mitre.org/techniques/T1608/005,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Multi-Stage Channels,attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91,T1104,https://attack.mitre.org/techniques/T1104,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Execution Guardrails,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852,T1480,https://attack.mitre.org/techniques/T1480,VMR,defense-evasion,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Token Impersonation/Theft,attack-pattern--86850eff-2729-40c3-b85e-c4af26da4a2d,T1134.001,https://attack.mitre.org/techniques/T1134/001,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration to Code Repository,attack-pattern--86a96bf6-cf8b-411c-aaeb-8959944d64f7,T1567.001,https://attack.mitre.org/techniques/T1567/001,VMR,exfiltration,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Port Knocking,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,T1205.001,https://attack.mitre.org/techniques/T1205/001,VMR,command-and-control;defense-evasion;persistence,Linux;macOS;Windows;Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
LNK Icon Smuggling,attack-pattern--887274fc-2d63-4bdc-82f3-fae56d1d5fdc,T1027.012,https://attack.mitre.org/techniques/T1027/012,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Web Services,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54,T1583.006,https://attack.mitre.org/techniques/T1583/006,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Spearphishing Attachment,attack-pattern--8982a661-d84c-48c0-b4ec-1db29c6cf3bc,T1598.002,https://attack.mitre.org/techniques/T1598/002,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Internal Defacement,attack-pattern--8c41090b-aa47-4331-986b-8c9a51a91103,T1491.001,https://attack.mitre.org/techniques/T1491/001,VMR,impact,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hidden Users,attack-pattern--8c4aef43-48d5-49aa-b2af-c0cd58d30c3d,T1564.002,https://attack.mitre.org/techniques/T1564/002,VMR,defense-evasion,macOS;Windows;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Make and Impersonate Token,attack-pattern--8cdeb020-e31e-4f88-a582-f53dcfbda819,T1134.003,https://attack.mitre.org/techniques/T1134/003,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Group Policy Preferences,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,T1552.006,https://attack.mitre.org/techniques/T1552/006,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,T1048.002,https://attack.mitre.org/techniques/T1048/002,VMR,exfiltration,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,T1057,https://attack.mitre.org/techniques/T1057,VMR,discovery,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Impair Command History Logging,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59,T1562.003,https://attack.mitre.org/techniques/T1562/003,VMR,defense-evasion,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Provider DLL,attack-pattern--90c4a591-d02d-490b-92aa-619d9701ac04,T1556.008,https://attack.mitre.org/techniques/T1556/008,VMR,credential-access;defense-evasion;persistence,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Windows Management Instrumentation Event Subscription,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58,T1546.003,https://attack.mitre.org/techniques/T1546/003,VMR,persistence;privilege-escalation,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Windows Management Instrumentation Event Subscription,False
CDNs,attack-pattern--91177e6d-b616-4a03-ba4b-f3b32f7dda75,T1596.004,https://attack.mitre.org/techniques/T1596/004,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
User Activity Based Checks,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,T1497.002,https://attack.mitre.org/techniques/T1497/002,VMR,defense-evasion;discovery,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Cloud Accounts,attack-pattern--926d8cfd-1d0d-4da2-ab49-3ca10ec3f3b5,T1585.003,https://attack.mitre.org/techniques/T1585/003,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,T1041,https://attack.mitre.org/techniques/T1041,VMR,exfiltration,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Parent PID Spoofing,attack-pattern--93591901-3172-4e94-abf8-6034ab26f44a,T1134.004,https://attack.mitre.org/techniques/T1134/004,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Gather Victim Org Information,attack-pattern--937e4772-8441-4e4a-8bf0-8d447d667e23,T1591,https://attack.mitre.org/techniques/T1591,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compromise Host Software Binary,attack-pattern--960c3c86-1480-4d72-b4e0-8c242e84a5c5,T1554,https://attack.mitre.org/techniques/T1554,VMR,persistence,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,T1059.001,https://attack.mitre.org/techniques/T1059/001,VMR,execution,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Change Default File Association,attack-pattern--98034fef-d9fb-4667-8dc4-2eab6231724c,T1546.001,https://attack.mitre.org/techniques/T1546/001,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
VDSO Hijacking,attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,T1055.014,https://attack.mitre.org/techniques/T1055/014,VMR,defense-evasion;privilege-escalation,Linux,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,VDSO Hijacking,False
File Transfer Protocols,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,T1071.002,https://attack.mitre.org/techniques/T1071/002,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Selective Exclusion,attack-pattern--9b00925a-7c4b-4e53-bfc8-9a6a806fde03,T1679,https://attack.mitre.org/techniques/T1679,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Emond,attack-pattern--9c45eaa3-8604-4780-8988-b5074dbb9ecd,T1546.014,https://attack.mitre.org/techniques/T1546/014,VMR,persistence;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
One-Way Communication,attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,T1102.003,https://attack.mitre.org/techniques/T1102/003,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Gather Victim Network Information,attack-pattern--9d48cab2-7929-4812-ad22-f536665f0109,T1590,https://attack.mitre.org/techniques/T1590,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Services File Permissions Weakness,attack-pattern--9e8b28c9-35fe-48ac-a14d-e6cc032dcbcd,T1574.010,https://attack.mitre.org/techniques/T1574/010,VMR,defense-evasion;persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,T1547.001,https://attack.mitre.org/techniques/T1547/001,VMR,persistence;privilege-escalation,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Registry Run Keys / Startup Folder,False
Local Groups,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b,T1069.001,https://attack.mitre.org/techniques/T1069/001,VMR,discovery,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Search Open Websites/Domains,attack-pattern--a0e6614a-7740-4b24-bd65-f1bde09fc365,T1593,https://attack.mitre.org/techniques/T1593,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
