name,id,external_id,attack_url,class,tactics,platforms,permissions,rule_id,rule_desc,rule_evidence,is_fallback
Template Injection,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,T1221,https://attack.mitre.org/techniques/T1221,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
RC Scripts,attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211,T1037.004,https://attack.mitre.org/techniques/T1037/004,VMR,persistence;privilege-escalation,macOS;Linux;Network Devices;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Access Token Manipulation,attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48,T1134,https://attack.mitre.org/techniques/T1134,VMR,defense-evasion;privilege-escalation,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Access Token Manipulation,False
Multi-Factor Authentication Interception,attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49,T1111,https://attack.mitre.org/techniques/T1111,VMR,credential-access,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Software Packing,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,T1027.002,https://attack.mitre.org/techniques/T1027/002,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Serverless,attack-pattern--df1bc34d-1634-4c93-b89e-8120994fce77,T1584.007,https://attack.mitre.org/techniques/T1584/007,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,T1071.001,https://attack.mitre.org/techniques/T1071/001,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,T1059.005,https://attack.mitre.org/techniques/T1059/005,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hidden File System,attack-pattern--dfebc3b7-d19d-450b-81c7-6dafe4184c04,T1564.005,https://attack.mitre.org/techniques/T1564/005,VMR,defense-evasion,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exclusive Control,attack-pattern--dff263cc-328e-42b4-afbc-1fee8b6a8913,T1668,https://attack.mitre.org/techniques/T1668,VMR,persistence,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Server,attack-pattern--e196b5c5-8118-4a1c-ab8a-936586ce3db5,T1584.004,https://attack.mitre.org/techniques/T1584/004,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Email Spoofing,attack-pattern--e1c2db92-7ae3-4e6a-90b4-157c1c1565cb,T1672,https://attack.mitre.org/techniques/T1672,VMR,defense-evasion,Office Suite;Windows;macOS;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Malicious Copy and Paste,attack-pattern--e261a979-f354-41a8-963e-6cadac27c4bf,T1204.004,https://attack.mitre.org/techniques/T1204/004,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,T1018,https://attack.mitre.org/techniques/T1018,VMR,discovery,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domain Properties,attack-pattern--e3b168bd-fcd7-439e-9382-2e6c2f63514d,T1590.001,https://attack.mitre.org/techniques/T1590/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Thread Local Storage,attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,T1055.005,https://attack.mitre.org/techniques/T1055/005,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Debugger Evasion,attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,T1622,https://attack.mitre.org/techniques/T1622,VMR,defense-evasion;discovery,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Space after Filename,attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,T1036.006,https://attack.mitre.org/techniques/T1036/006,VMR,defense-evasion,Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Re-opened Applications,attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e,T1547.007,https://attack.mitre.org/techniques/T1547/007,VMR,persistence;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
SEO Poisoning,attack-pattern--e5d550f3-2202-4634-85f2-4a200a1d49b3,T1608.006,https://attack.mitre.org/techniques/T1608/006,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration Over Physical Medium,attack-pattern--e6415f09-df0e-48de-9aba-928c902b7549,T1052,https://attack.mitre.org/techniques/T1052,VMR,exfiltration,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,T1105,https://attack.mitre.org/techniques/T1105,VMR,command-and-control,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
SyncAppvPublishingServer,attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,T1216.002,https://attack.mitre.org/techniques/T1216/002,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Additional Email Delegate Permissions,attack-pattern--e74de37c-a829-446c-937d-56a44f0e9306,T1098.002,https://attack.mitre.org/techniques/T1098/002,VMR,persistence;privilege-escalation,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
Code Signing Certificates,attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,T1588.003,https://attack.mitre.org/techniques/T1588/003,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
TCC Manipulation,attack-pattern--e8a0a025-3601-4755-abfb-8d08283329fb,T1548.006,https://attack.mitre.org/techniques/T1548/006,VMR,defense-evasion;privilege-escalation,macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Power Settings,attack-pattern--ea071aa0-8f17-416f-ab0d-2bab7e79003d,T1653,https://attack.mitre.org/techniques/T1653,VMR,persistence,Windows;Linux;macOS;Network Devices,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Power Settings,False
Dynamic API Resolution,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,T1027.007,https://attack.mitre.org/techniques/T1027/007,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Logon Script (Windows),attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3,T1037.001,https://attack.mitre.org/techniques/T1037/001,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
ListPlanting,attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,T1055.015,https://attack.mitre.org/techniques/T1055/015,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hide Infrastructure,attack-pattern--eb897572-8979-4242-a089-56f294f4c91d,T1665,https://attack.mitre.org/techniques/T1665,VMR,command-and-control,ESXi;Linux;Network Devices;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
XSL Script Processing,attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,T1220,https://attack.mitre.org/techniques/T1220,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Scan Databases,attack-pattern--ec4be82f-940c-4dcb-87fe-2bbdd17c692f,T1596.005,https://attack.mitre.org/techniques/T1596/005,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Hidden Files and Directories,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,T1564.001,https://attack.mitre.org/techniques/T1564/001,VMR,defense-evasion,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Determine Physical Locations,attack-pattern--ed730f20-0e44-48b9-85f8-0e2adeb76867,T1591.001,https://attack.mitre.org/techniques/T1591/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Office Test,attack-pattern--ed7efd4d-ce28-4a19-a8e6-c58011eb2c7a,T1137.002,https://attack.mitre.org/techniques/T1137/002,VMR,persistence,Windows;Office Suite,,R8_DEFAULT_VMR,no explicit rule fired,,True
Develop Capabilities,attack-pattern--edadea33-549c-4ed1-9783-8f5a5853cbdf,T1587,https://attack.mitre.org/techniques/T1587,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
NTDS,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,T1003.003,https://attack.mitre.org/techniques/T1003/003,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
SNMP (MIB Dump),attack-pattern--ee7ff928-801c-4f34-8a99-3df965e581a5,T1602.001,https://attack.mitre.org/techniques/T1602/001,VMR,collection,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Steganography,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235,T1001.002,https://attack.mitre.org/techniques/T1001/002,VMR,command-and-control,Linux;macOS;Windows;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Malicious Link,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,T1204.001,https://attack.mitre.org/techniques/T1204/001,VMR,execution,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
LSASS Driver,attack-pattern--f0589bc3-a6ae-425a-a3d5-5659bfee07f4,T1547.008,https://attack.mitre.org/techniques/T1547/008,VMR,persistence;privilege-escalation,Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,LSASS Driver,False
Service Execution,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,T1569.002,https://attack.mitre.org/techniques/T1569/002,VMR,execution,Windows,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Service Execution,False
Environmental Keying,attack-pattern--f244b8dd-af6c-4391-a497-fc03627ce995,T1480.001,https://attack.mitre.org/techniques/T1480/001,VMR,defense-evasion,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Fallback Channels,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,T1008,https://attack.mitre.org/techniques/T1008,VMR,command-and-control,Linux;Windows;macOS;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
NTFS File Attributes,attack-pattern--f2857333-11d4-45bf-b064-2c28d8525be5,T1564.004,https://attack.mitre.org/techniques/T1564/004,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Kerberoasting,attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee,T1558.003,https://attack.mitre.org/techniques/T1558/003,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
DCSync,attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163,T1003.006,https://attack.mitre.org/techniques/T1003/006,VMR,credential-access,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
System Time Discovery,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,T1124,https://attack.mitre.org/techniques/T1124,VMR,discovery,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
At,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,T1053.002,https://attack.mitre.org/techniques/T1053/002,VMR,execution;persistence;privilege-escalation,Windows;Linux;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Dynamic-link Library Injection,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,T1055.001,https://attack.mitre.org/techniques/T1055/001,VMR,defense-evasion;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exploits,attack-pattern--f4b843c1-7e92-4701-8fed-ce82f8be2636,T1588.005,https://attack.mitre.org/techniques/T1588/005,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
Udev Rules,attack-pattern--f4c3f644-ab33-433d-8648-75cc03a95792,T1546.017,https://attack.mitre.org/techniques/T1546/017,VMR,persistence;privilege-escalation,Linux,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Udev Rules,False
Credential API Hooking,attack-pattern--f5946b5e-9408-485f-a7f7-b5efc88909b6,T1056.004,https://attack.mitre.org/techniques/T1056/004,VMR,collection;credential-access,Windows;Linux;macOS,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Credential API Hooking,False
Firmware Corruption,attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89,T1495,https://attack.mitre.org/techniques/T1495,VMR,impact,Linux;macOS;Network Devices;Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,Firmware Corruption,False
Netsh Helper DLL,attack-pattern--f63fe421-b1d1-45c0-b8a7-02cd16ff2bed,T1546.007,https://attack.mitre.org/techniques/T1546/007,VMR,persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Spearphishing via Service,attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317,T1566.003,https://attack.mitre.org/techniques/T1566/003,VMR,initial-access,Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Internal Proxy,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755,T1090.001,https://attack.mitre.org/techniques/T1090/001,VMR,command-and-control,Linux;Network Devices;Windows;macOS;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
System Script Proxy Execution,attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe,T1216,https://attack.mitre.org/techniques/T1216,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Dead Drop Resolver,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,T1102.001,https://attack.mitre.org/techniques/T1102/001,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Junk Data,attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade,T1001.001,https://attack.mitre.org/techniques/T1001/001,VMR,command-and-control,ESXi;Linux;macOS;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Spearphishing Service,attack-pattern--f870408c-b1cd-49c7-a5c7-0ef0fc496cc6,T1598.001,https://attack.mitre.org/techniques/T1598/001,VMR,reconnaissance,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
vSphere Installation Bundles,attack-pattern--f8ba7d61-11c5-4130-bafd-7c3ff5fbf4b5,T1505.006,https://attack.mitre.org/techniques/T1505/006,VMR,persistence,ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Domains,attack-pattern--f9cc4d06-775f-4ee1-b401-4e2cc0da30ba,T1584.001,https://attack.mitre.org/techniques/T1584/001,VMR,resource-development,PRE,,R8_DEFAULT_VMR,no explicit rule fired,,True
SQL Stored Procedures,attack-pattern--f9e9365a-9ca2-4d9c-8e7c-050d73d1101a,T1505.001,https://attack.mitre.org/techniques/T1505/001,VMR,persistence,Windows;Linux,,R8_DEFAULT_VMR,no explicit rule fired,,True
Network Device Authentication,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,T1556.004,https://attack.mitre.org/techniques/T1556/004,VMR,credential-access;defense-evasion;persistence,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Disk Content Wipe,attack-pattern--fb640c43-aa6b-431e-a961-a279010424ac,T1561.001,https://attack.mitre.org/techniques/T1561/001,VMR,impact,Linux;Network Devices;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Exfiltration Over Unencrypted Non-C2 Protocol,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,T1048.003,https://attack.mitre.org/techniques/T1048/003,VMR,exfiltration,ESXi;Linux;macOS;Network Devices;Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Compression,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,T1027.015,https://attack.mitre.org/techniques/T1027/015,VMR,defense-evasion,Linux;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Dylib Hijacking,attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490,T1574.004,https://attack.mitre.org/techniques/T1574/004,VMR,defense-evasion;persistence;privilege-escalation,macOS,,R6_VMR_NAME_PATTERN,name pattern indicates kernel/privileged execution mode,Dylib Hijacking,False
Downgrade System Image,attack-pattern--fc74ba38-dc98-461f-8611-b3dbf9978e3d,T1601.002,https://attack.mitre.org/techniques/T1601/002,VMR,defense-evasion,Network Devices,,R8_DEFAULT_VMR,no explicit rule fired,,True
Local Accounts,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,T1078.003,https://attack.mitre.org/techniques/T1078/003,VMR,defense-evasion;initial-access;persistence;privilege-escalation,Linux;macOS;Windows;Containers;Network Devices;ESXi,,R8_DEFAULT_VMR,no explicit rule fired,,True
Wi-Fi Networks,attack-pattern--fde016f6-211a-41c8-a4ab-301f1e419c62,T1669,https://attack.mitre.org/techniques/T1669,VMR,initial-access,Linux;Network Devices;Windows;macOS,,R8_DEFAULT_VMR,no explicit rule fired,,True
Trusted Developer Utilities Proxy Execution,attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b,T1127,https://attack.mitre.org/techniques/T1127,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
System Shutdown/Reboot,attack-pattern--ff73aa03-0090-4464-83ac-f89e233c02bc,T1529,https://attack.mitre.org/techniques/T1529,VMR,impact,ESXi;Linux;macOS;Network Devices;Windows,,R4_VMR_KERNEL_BOOT,kernel/boot/firmware interaction pattern,System Shutdown/Reboot,False
MMC,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,T1218.014,https://attack.mitre.org/techniques/T1218/014,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
Process Argument Spoofing,attack-pattern--ffe59ad3-ad9b-4b9f-b74f-5beb3c309dc1,T1564.010,https://attack.mitre.org/techniques/T1564/010,VMR,defense-evasion,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
COR_PROFILER,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335,T1574.012,https://attack.mitre.org/techniques/T1574/012,VMR,defense-evasion;persistence;privilege-escalation,Windows,,R8_DEFAULT_VMR,no explicit rule fired,,True
VNC,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,T1021.005,https://attack.mitre.org/techniques/T1021/005,ID,lateral-movement,Linux;Windows;macOS,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Revert Cloud Instance,attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,T1578.004,https://attack.mitre.org/techniques/T1578/004,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Password Guessing,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,T1110.001,https://attack.mitre.org/techniques/T1110/001,ID,credential-access,Windows;SaaS;IaaS;Linux;macOS;Containers;Network Devices;Office Suite;Identity Provider;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Direct Network Flood,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,T1498.001,https://attack.mitre.org/techniques/T1498/001,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Modify Cloud Resource Hierarchy,attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,T1666,https://attack.mitre.org/techniques/T1666,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
External Defacement,attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,T1491.002,https://attack.mitre.org/techniques/T1491/002,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Lifecycle-Triggered Deletion,attack-pattern--1001e0d6-ee09-4dfc-aa90-e9320ffc8fe4,T1485.001,https://attack.mitre.org/techniques/T1485/001,ID,impact,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Steal Web Session Cookie,attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff,T1539,https://attack.mitre.org/techniques/T1539,ID,credential-access,Linux;Office Suite;SaaS;Windows;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
SMS Pumping,attack-pattern--130d4494-b2d6-4040-bcea-6e59f05222fe,T1496.003,https://attack.mitre.org/techniques/T1496/003,ID,impact,SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Modify Cloud Compute Infrastructure,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,T1578,https://attack.mitre.org/techniques/T1578,ID,defense-evasion,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Permission Groups Discovery,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,T1069,https://attack.mitre.org/techniques/T1069,ID,discovery,Containers;IaaS;Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Cloud Groups,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2,T1069.003,https://attack.mitre.org/techniques/T1069/003,ID,discovery,SaaS;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Application Exhaustion Flood,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,T1499.003,https://attack.mitre.org/techniques/T1499/003,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Cloud Instance Metadata API,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,T1552.005,https://attack.mitre.org/techniques/T1552/005,ID,credential-access,IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Password Cracking,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d,T1110.002,https://attack.mitre.org/techniques/T1110/002,ID,credential-access,Linux;macOS;Windows;Network Devices;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
SAML Tokens,attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2,T1606.002,https://attack.mitre.org/techniques/T1606/002,ID,credential-access,SaaS;Windows;IaaS;Office Suite;Identity Provider,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Service Stop,attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,T1489,https://attack.mitre.org/techniques/T1489,ID,impact,ESXi;IaaS;Linux;macOS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Taint Shared Content,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,T1080,https://attack.mitre.org/techniques/T1080,ID,lateral-movement,Windows;SaaS;Linux;macOS;Office Suite,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,SaaS,False
Trust Modification,attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,T1484.002,https://attack.mitre.org/techniques/T1484/002,ID,defense-evasion;privilege-escalation,Identity Provider;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider,False
Databases,attack-pattern--248d3fe1-7fe1-4d71-91c7-8bb7ef35cad3,T1213.006,https://attack.mitre.org/techniques/T1213/006,ID,collection,Linux;Windows;macOS;IaaS;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,T1566.002,https://attack.mitre.org/techniques/T1566/002,ID,initial-access,Identity Provider;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,Identity Provider;SaaS,False
Application or System Exploitation,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,T1499.004,https://attack.mitre.org/techniques/T1499/004,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,T1021.004,https://attack.mitre.org/techniques/T1021/004,ID,lateral-movement,ESXi;Linux;macOS,,R3_ID_LATERAL_TACTIC,lateral-movement tactic fallback to infrastructure-dependent,phase_name=lateral-movement,False
Additional Cloud Roles,attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,T1098.003,https://attack.mitre.org/techniques/T1098/003,ID,persistence;privilege-escalation,IaaS;Identity Provider;Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;Identity Provider;SaaS,False
Automated Collection,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,T1119,https://attack.mitre.org/techniques/T1119,ID,collection,IaaS;Linux;macOS;Office Suite;SaaS;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
Network Sniffing,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,T1040,https://attack.mitre.org/techniques/T1040,ID,credential-access;discovery,Linux;macOS;Windows;Network Devices;IaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Data from Cloud Storage,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,T1530,https://attack.mitre.org/techniques/T1530,ID,collection,IaaS;Office Suite;SaaS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS;SaaS,False
System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,T1082,https://attack.mitre.org/techniques/T1082,ID,discovery,ESXi;IaaS;Linux;macOS;Network Devices;Windows,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Remote Data Staging,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,T1074.002,https://attack.mitre.org/techniques/T1074/002,ID,collection,Windows;IaaS;Linux;macOS;ESXi,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
Reflection Amplification,attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,T1498.002,https://attack.mitre.org/techniques/T1498/002,ID,impact,Windows;IaaS;Linux;macOS,,R1_ID_PLATFORM_KEYWORD,platform includes identity/domain/IaaS/SaaS signal,IaaS,False
